id,username,display_name,bio,url,followers,following,tweets,account_age_days,has_profile_image,has_banner,verified,label,label_text
175,tom_gaming,Megan 🐕,Writer | Blogger | Sharing stories and experiences,https://linkedin.com/in/sarahjones,21862,599,1393,1476,True,True,False,0,real
176,nft_profits_daily,Fan Account (Parody),"🚀 Earn $1000 per day with my trading signals! No risk, 100% profit! t.me/fakesignals",https://btc-doubler.net/investment,3136,3587,473,65,True,False,False,1,fake
177,auto_news_bot,🚀🌙💰🔥⚡,24/7 customer support | Helpdesk | Message me on WA for instant help,,3244,6078,368,44,True,False,False,1,fake
178,daily_giveaway_win,💵 Investment Expert 💵,Official support for Binance users. DM for help 24/7. Not affiliated with Binance.,https://t.me/cryptoscam,3483,8685,143,70,True,False,False,1,fake
179,daniel_sports,Jennifer DIY,Graphic designer based in NYC | Available for freelance work,https://johndoe.com,24241,1410,501,1332,True,False,False,0,real
180,tyler_photo,David - Software Dev,Music producer | Guitar player | Living for the weekends,,17211,1700,5462,1425,True,True,False,0,real
181,eth_btc_signals,💵 Investment Expert 💵,Investment expert | Make $2000 per hour | WhatsApp for details | No risk profit,https://bio.link/cryptoking,3640,4926,332,68,True,False,False,1,fake
182,amanda_dance,Ryan Movie Buff,Artist | Painter | Commissions open | Portfolio in link,https://github.com/mikecoder,7567,1027,647,3054,True,True,False,0,real
183,megan_pets,David - Software Dev,Plant parent 🌱 | Yoga practitioner | Mindfulness advocate,,49771,1579,9791,406,True,True,False,0,real
184,marketing_deals_pro,🌟 Founder of TradePro 🌟,"🚀 Earn $1000 per day with my trading signals! No risk, 100% profit! t.me/fakesignals",https://linktr.ee/fakesignals,4668,4669,415,61,True,False,False,1,fake
185,auto_news_bot,💰 Forex Signals Expert 💰,DM me for collab | Promo | Marketing services | Fast money guaranteed!,,2521,5013,74,49,True,False,False,1,fake
186,ashley_garden,Alex 🎵,Graphic designer based in NYC | Available for freelance work,,34151,1268,4285,1884,True,True,False,0,real
187,autopost_news,🎁 FREE GIVEAWAY 🎁,24/7 customer support | Helpdesk | Message me on WA for instant help,,2873,5570,310,44,True,False,False,1,fake
188,news_updates_alert,💰 Forex Signals Expert 💰,DM me for collab | Promo | Marketing services | Fast money guaranteed!,,831,2603,377,68,True,False,False,1,fake
189,sarah_jones,Brian ☕,Pet lover | Rescue advocate | My dog runs this account,https://medium.com/@emmawrites,43417,1339,7007,3397,True,True,False,0,real
190,realcryptotrader,🎁 FREE GIVEAWAY 🎁,"🚀 Earn $1000 per day with my trading signals! No risk, 100% profit! t.me/fakesignals",,1554,4845,324,66,True,True,False,1,fake
191,rachel_fitness,Sarah Jones,Tech enthusiast | Reviewing gadgets | Opinions are my own,https://linkedin.com/in/sarahjones,26056,899,1313,666,True,True,False,0,real
192,trading_derivatives,💎 Bitcoin Millionaire 💎,Telegram: t.me/cryptoprofits | Join my channel for FREE trading signals!,,2402,9318,219,43,False,False,False,1,fake
193,andrew_cars,Anna Foodie,Mom of 2 | Book lover | Trying to figure out life one day at a time,https://linkedin.com/in/sarahjones,28114,567,5028,3616,True,True,False,0,real
194,support_247_help,🎁 FREE GIVEAWAY 🎁,Follow4follow | F4F | Gain followers fast! Link in bio for free followers!,https://instabio.cc/fakeprofile,2275,3667,320,46,True,True,False,1,fake
195,eth_btc_signals,🎰 Win Big Jackpot 🎰,Official support for Binance users. DM for help 24/7. Not affiliated with Binance.,https://mysite.carrd.co/,4323,1023,325,69,True,False,False,1,fake
196,brian_coffee,Daniel Sports Fan,Artist | Painter | Commissions open | Portfolio in link,https://medium.com/@emmawrites,43572,1968,3526,2078,True,False,False,0,real
197,cryptoking8847291,🔥 Profit Daily Guaranteed 🔥,DM me for collab | Promo | Marketing services | Fast money guaranteed!,https://wa.me/1234567890,3437,6899,413,23,False,False,False,1,fake
198,olivia_books,Steven Cooks,Fitness coach | Helping people reach their goals | DMs open for coaching inquiries,https://youtube.com/davidtech,37515,538,194,3486,True,False,False,0,real
199,rachel_fitness,Sarah Jones,Pet lover | Rescue advocate | My dog runs this account,,46613,1209,4104,1980,True,True,False,0,real
200,anna_foodie,Alex 🎵,Dad jokes enthusiast | IT professional | Weekend warrior,https://rachelfitness.com,47042,754,4150,2537,True,False,False,0,real
201,autopost_news,🎰 Win Big Jackpot 🎰,DM me for collab | Promo | Marketing services | Fast money guaranteed!,https://mysite.carrd.co/,3227,6638,136,13,True,False,False,1,fake
202,freeeemoney,🌟 Founder of TradePro 🌟,Send me 0.1 BTC and I will send back 1 BTC! Double your money! 🎁,,3459,1149,262,8,False,True,False,1,fake
203,daily_giveaway_win,🚀🌙💰🔥⚡,Tap the link in bio! 🔗 Free crypto! Investment plan available! DM for details!,https://linktr.ee/fakesignals,3098,5006,75,54,True,False,False,1,fake
204,john827319423,🏆 Prize Winner Official 🏆,DM me for collab | Promo | Marketing services | Fast money guaranteed!,https://linktr.ee/fakesignals,858,1965,280,89,True,True,False,1,fake
205,olivia_books,Rachel | Fitness Coach,Pet lover | Rescue advocate | My dog runs this account,https://behance.net/chrisdesign,38687,259,2112,2152,True,False,False,0,real
206,profits_guaranteed,⚡ Crypto Trader Pro ⚡,Investment expert | Make $2000 per hour | WhatsApp for details | No risk profit,https://t.me/cryptoscam,2360,7872,95,37,True,True,False,1,fake
207,lisa_writes,James Tech Reviews,Mom of 2 | Book lover | Trying to figure out life one day at a time,https://github.com/mikecoder,40646,1361,3738,1571,True,False,False,0,real
208,matthew_hiking,Anna Foodie,Outdoor adventurer | Hiker | Nature photographer,,21585,357,1409,1655,True,False,False,0,real
209,marketing_deals_pro,Director of Global Trading,Official page of CryptoKing | Global service | 24/7 trading signals worldwide,https://linktr.ee/fakesignals,2885,2753,433,57,True,False,False,1,fake
210,kevin_outdoors,Daniel Sports Fan,Artist | Painter | Commissions open | Portfolio in link,,26100,1085,890,3390,True,True,False,0,real
211,signals_forex123,🚀🌙💰🔥⚡,Forex signals | Bitcoin profits | Trade at your own risk | Not responsible for any loss,https://btc-doubler.net/investment,2977,2502,451,39,True,False,False,1,fake
212,breaking_alerts247,🌟 Founder of TradePro 🌟,Crypto trader | Forex signals | Guaranteed profit | DM for investment plans 💰,https://forex-signals-pro.com/profit,3441,7607,437,43,True,False,False,1,fake
213,lisa_writes,Kevin Outdoors,DIY projects | Home improvement | Learning as I go,https://linkedin.com/in/sarahjones,36262,1724,4789,1642,True,True,False,0,real
214,kevin_outdoors,Tom Gaming,Student | Learning every day | Future engineer,https://rachelfitness.com,19835,728,9575,1094,True,True,False,0,real
215,chris_design,Nicole Fashion,Artist | Painter | Commissions open | Portfolio in link,,23257,1901,6306,2736,True,True,False,0,real
216,breaking_alerts247,Real Elon Fan Account,DM me for collab | Promo | Marketing services | Fast money guaranteed!,,3014,6566,86,31,True,False,False,1,fake
217,john_smith,Anna Foodie,Plant parent 🌱 | Yoga practitioner | Mindfulness advocate,https://medium.com/@emmawrites,6825,150,7917,346,True,True,False,0,real
218,freeeemoney,🏆 Prize Winner Official 🏆,DM for crypto signals 📈 Make $500 daily guaranteed! WhatsApp: wa.me/123456,https://mysite.carrd.co/,1650,578,440,86,False,False,False,1,fake
219,rachel_fitness,Emma | Travel Blogger,Sports fan | Lakers forever | Fantasy football addict,https://youtube.com/davidtech,5110,1624,3044,1388,True,True,False,0,real
220,forex_signals_pro,Fan Account (Parody),Follow4follow | F4F | Gain followers fast! Link in bio for free followers!,https://cryptoprofit.com/signals,2608,7649,119,77,False,False,False,1,fake
221,btc_trader99821,Owner of CryptoVault,"🚀 Earn $1000 per day with my trading signals! No risk, 100% profit! t.me/fakesignals",https://wa.me/1234567890,1211,1343,403,87,False,False,False,1,fake
222,rachel_fitness,Sarah Jones,Pet lover | Rescue advocate | My dog runs this account,https://twitter.com/alexmusic,19005,605,8971,2222,True,True,False,0,real
223,trading_bot_auto,🌟 Founder of TradePro 🌟,18+ | OnlyFans creator | NSFW content | Adult only 🔞 Check my bio link!,https://t.me/cryptoscam,800,6357,301,47,True,False,False,1,fake
224,nft_profits_daily,🎉 Daily Giveaways 🎉,"🚀 Earn $1000 per day with my trading signals! No risk, 100% profit! t.me/fakesignals",,2525,7122,301,69,False,True,False,1,fake
225,nft_profits_daily,🏆 Prize Winner Official 🏆,18+ | OnlyFans creator | NSFW content | Adult only 🔞 Check my bio link!,https://btc-doubler.net/investment,1533,9505,203,31,True,False,False,1,fake
226,autopost_news,Real Elon Fan Account,Tap the link in bio! 🔗 Free crypto! Investment plan available! DM for details!,https://beacons.ai/faketrader,1356,8254,428,80,False,True,False,1,fake
227,freeeemoney,🎁 FREE GIVEAWAY 🎁,Send me 0.1 BTC and I will send back 1 BTC! Double your money! 🎁,https://forex-signals-pro.com/profit,2518,1660,371,56,False,False,False,1,fake
228,john_smith,Sophia Art,Bookworm | Currently reading: too many books | Recommendations welcome,https://youtube.com/davidtech,6664,786,8732,584,True,False,False,0,real
229,realcryptotrader,Fan Account (Parody),Send me 0.1 BTC and I will send back 1 BTC! Double your money! 🎁,,2857,6697,229,63,True,True,False,1,fake
230,nft_profits_daily,⚡ Crypto Trader Pro ⚡,Send me 0.1 BTC and I will send back 1 BTC! Double your money! 🎁,https://instabio.cc/fakeprofile,4538,7372,98,59,True,False,False,1,fake
231,emma_travels,Lisa Writes,Coffee snob | Remote worker | Digital nomad wannabe,https://johndoe.com,35203,487,5635,2489,True,True,False,0,real
232,nft_profits_daily,💎 Bitcoin Millionaire 💎,Crypto trader | Forex signals | Guaranteed profit | DM for investment plans 💰,,2316,6053,418,71,False,False,False,1,fake
233,alex_music,Ryan Movie Buff,Pet lover | Rescue advocate | My dog runs this account,https://medium.com/@emmawrites,42402,1949,579,1304,True,False,False,0,real
234,binance_support_help,Fan Account (Parody),"🚀 Earn $1000 per day with my trading signals! No risk, 100% profit! t.me/fakesignals",,4316,7649,404,13,False,False,False,1,fake
235,grace_yoga,Brian ☕,Tech enthusiast | Reviewing gadgets | Opinions are my own,,29916,1612,6226,1561,True,True,False,0,real
236,john827319423,🚀🌙💰🔥⚡,Real account of famous trader | Verified by community | Only real account!,,427,4813,58,49,False,False,False,1,fake
237,lisa_writes,James Tech Reviews,Music producer | Guitar player | Living for the weekends,,18921,777,3013,2994,True,True,False,0,real
238,trading_bot_auto,💸 Make $5000/Day 💸,Send me 0.1 BTC and I will send back 1 BTC! Double your money! 🎁,https://wa.me/1234567890,3881,9567,420,1,False,False,False,1,fake
239,trading_derivatives,💵 Investment Expert 💵,Daily giveaways! Retweet for a chance to win $1000! Send wallet address to claim!,https://cryptoprofit.com/signals,4772,5617,492,32,False,False,False,1,fake
240,officialcryptohelp,💰 Forex Signals Expert 💰,Investment expert | Make $2000 per hour | WhatsApp for details | No risk profit,,818,6303,265,23,True,False,False,1,fake
241,forex_pips_master,💎 Bitcoin Millionaire 💎,Tap the link in bio! 🔗 Free crypto! Investment plan available! DM for details!,https://wa.me/1234567890,3257,9539,393,59,False,False,False,1,fake
242,matthew_hiking,Nicole Fashion,Sports fan | Lakers forever | Fantasy football addict,https://instagram.com/lisaart,16261,1646,2473,1359,True,True,False,0,real
243,forex_pips_master,Owner of CryptoVault,Official support for Binance users. DM for help 24/7. Not affiliated with Binance.,,4004,4328,324,67,True,False,False,1,fake
244,forex_signals_pro,🎰 Win Big Jackpot 🎰,Forex signals | Bitcoin profits | Trade at your own risk | Not responsible for any loss,,963,8288,312,83,True,True,False,1,fake
245,kevin_outdoors,Mike Photography,Outdoor adventurer | Hiker | Nature photographer,https://youtube.com/davidtech,24669,1083,2289,1425,True,True,False,0,real
246,jennifer_diy,Alex 🎵,Student | Learning every day | Future engineer,https://behance.net/chrisdesign,9888,1728,3549,2412,True,True,False,0,real
247,megan_pets,Ashley Garden Life,Travel enthusiast 🌍 | 25 countries and counting | Photography,https://rachelfitness.com,37854,578,2716,725,True,True,False,0,real
248,loooovecrypto,💵 Investment Expert 💵,Crypto trader | Forex signals | Guaranteed profit | DM for investment plans 💰,,2326,3751,141,27,False,False,False,1,fake
249,alex_music,Daniel Sports Fan,Writer | Blogger | Sharing stories and experiences,,49130,1906,6884,1603,True,True,True,0,real
250,andrew_cars,Grace Yoga,Outdoor adventurer | Hiker | Nature photographer,https://behance.net/chrisdesign,11346,1342,1121,3470,True,True,True,0,real
251,brian_coffee,Olivia 📚,Coffee snob | Remote worker | Digital nomad wannabe,,25181,484,515,2083,True,True,False,0,real
252,officialcryptohelp,💸 Make $5000/Day 💸,Investment expert | Make $2000 per hour | WhatsApp for details | No risk profit,https://bio.link/cryptoking,3944,5949,409,74,True,False,False,1,fake
253,83aborhan,🌟 Founder of TradePro 🌟,Send me 0.1 BTC and I will send back 1 BTC! Double your money! 🎁,https://telegram.me/scamchannel,1839,2078,484,48,False,True,False,1,fake
254,andrew_cars,Kevin Outdoors,Tech enthusiast | Reviewing gadgets | Opinions are my own,https://twitter.com/alexmusic,47942,1908,5986,388,True,False,False,0,real
255,nft_profits_daily,Owner of CryptoVault,Official support for Binance users. DM for help 24/7. Not affiliated with Binance.,https://beacons.ai/faketrader,1288,7902,60,82,False,True,False,1,fake
256,amanda_dance,Brian ☕,Dad jokes enthusiast | IT professional | Weekend warrior,https://linkedin.com/in/sarahjones,17440,632,9193,444,True,False,False,0,real
257,brian_coffee,Daniel Sports Fan,Home cook | Recipe developer | Food photography,https://youtube.com/davidtech,40548,1426,5215,2696,True,True,False,0,real
258,binance_support_help,🚀🌙💰🔥⚡,Investment expert | Make $2000 per hour | WhatsApp for details | No risk profit,,2613,1621,241,15,True,False,False,1,fake
259,david_codes,Jennifer DIY,Movie reviewer | Cinephile | No spoilers please,https://twitter.com/alexmusic,37462,1561,3831,682,True,False,False,0,real
260,forex_pips_master,Director of Global Trading,Daily giveaways! Retweet for a chance to win $1000! Send wallet address to claim!,,1906,7637,209,6,True,False,False,1,fake
261,breaking_alerts247,Backup Account,Telegram: t.me/cryptoprofits | Join my channel for FREE trading signals!,https://cryptoprofit.com/signals,3489,1090,457,62,True,True,False,1,fake
262,sophia_art,Olivia 📚,Home cook | Recipe developer | Food photography,https://rachelfitness.com,35698,1429,4580,3042,True,True,False,0,real
263,james_tech,Ashley Garden Life,Plant parent 🌱 | Yoga practitioner | Mindfulness advocate,,37501,1369,8350,440,True,True,False,0,real
264,83aborhan,Owner of CryptoVault,Forex signals | Bitcoin profits | Trade at your own risk | Not responsible for any loss,https://btc-doubler.net/investment,2689,6084,285,7,False,False,False,1,fake
265,cryptoking8847291,Real Elon Fan Account,Follow4follow | F4F | Gain followers fast! Link in bio for free followers!,,2665,5798,186,42,True,False,False,1,fake
266,sophia_art,John Smith,Music producer | Guitar player | Living for the weekends,https://github.com/mikecoder,19692,465,7288,2825,True,False,True,0,real
267,chris_design,Rachel | Fitness Coach,Tech enthusiast | Reviewing gadgets | Opinions are my own,https://twitter.com/alexmusic,39502,398,9960,2601,True,False,False,0,real
268,chris_design,Steven Cooks,Software developer | Coffee lover | Building cool stuff,https://instagram.com/lisaart,48404,1724,3572,267,True,True,False,0,real
269,chris_design,Jennifer DIY,Tech enthusiast | Reviewing gadgets | Opinions are my own,https://youtube.com/davidtech,15861,527,1471,1331,True,False,False,0,real
270,grace_yoga,Mike Photography,Sports fan | Lakers forever | Fantasy football addict,https://youtube.com/davidtech,713,1204,100,1716,True,True,False,0,real
271,lisa_writes,Ashley Garden Life,Tech enthusiast | Reviewing gadgets | Opinions are my own,https://github.com/mikecoder,11678,175,4125,345,True,False,False,0,real
272,grace_yoga,Alex 🎵,Dad jokes enthusiast | IT professional | Weekend warrior,,34944,1388,9276,1853,True,False,False,0,real
273,onlyfans_promo99,Fan Account (Parody),Official page of CryptoKing | Global service | 24/7 trading signals worldwide,https://instabio.cc/fakeprofile,4535,9521,251,29,True,False,False,1,fake
274,nft_profits_daily,💎 Bitcoin Millionaire 💎,DM for crypto signals 📈 Make $500 daily guaranteed! WhatsApp: wa.me/123456,https://btc-doubler.net/investment,1721,7883,129,39,False,False,False,1,fake
275,matthew_hiking,Megan 🐕,Coffee snob | Remote worker | Digital nomad wannabe,https://johndoe.com,15547,1379,5718,952,True,True,False,0,real
276,kevin_outdoors,James Tech Reviews,Fitness coach | Helping people reach their goals | DMs open for coaching inquiries,https://medium.com/@emmawrites,11702,1146,7855,3004,True,False,False,0,real
277,john827319423,🎁 FREE GIVEAWAY 🎁,Tap the link in bio! 🔗 Free crypto! Investment plan available! DM for details!,https://telegram.me/scamchannel,3674,7792,110,19,False,True,False,1,fake
278,alex_music,Andrew,Pet lover | Rescue advocate | My dog runs this account,https://youtube.com/davidtech,4604,310,9645,1141,True,True,False,0,real
279,chris_design,Anna Foodie,Writer | Blogger | Sharing stories and experiences,,37000,1166,770,2717,True,True,False,0,real
280,promo_offers_daily,Backup Account,Send me 0.1 BTC and I will send back 1 BTC! Double your money! 🎁,https://beacons.ai/faketrader,3866,4357,374,70,False,False,False,1,fake
281,chris_design,Andrew,Software developer | Coffee lover | Building cool stuff,https://rachelfitness.com,11614,646,119,229,True,True,False,0,real
282,james_tech,Anna Foodie,Sports fan | Lakers forever | Fantasy football addict,https://medium.com/@emmawrites,41804,113,7958,1886,True,True,False,0,real
283,brian_coffee,Anna Foodie,Dad jokes enthusiast | IT professional | Weekend warrior,,13753,212,3520,2531,True,True,False,0,real
284,rachel_fitness,Alex 🎵,Mom of 2 | Book lover | Trying to figure out life one day at a time,https://youtube.com/davidtech,21867,1206,4531,2000,True,True,False,0,real
285,sophia_art,Megan 🐕,Music producer | Guitar player | Living for the weekends,https://github.com/mikecoder,1619,1958,8895,680,True,True,False,0,real
286,trading_derivatives,🎉 Daily Giveaways 🎉,18+ | OnlyFans creator | NSFW content | Adult only 🔞 Check my bio link!,,4375,9018,139,27,False,False,False,1,fake
287,steven_cooking,Rachel | Fitness Coach,Fitness coach | Helping people reach their goals | DMs open for coaching inquiries,https://github.com/mikecoder,38951,957,6531,409,True,True,False,0,real
288,loooovecrypto,Director of Global Trading,24/7 customer support | Helpdesk | Message me on WA for instant help,,754,9286,212,41,True,True,False,1,fake
289,auto_news_bot,🎰 Win Big Jackpot 🎰,Official page of CryptoKing | Global service | 24/7 trading signals worldwide,https://fake-support.com/helpdesk,1366,7387,128,33,True,True,False,1,fake
290,john827319423,🌟 Founder of TradePro 🌟,Investment expert | Make $2000 per hour | WhatsApp for details | No risk profit,https://bio.link/cryptoking,2573,723,499,76,False,False,False,1,fake
291,bitcoin_doubler,🚀🌙💰🔥⚡,Tap the link in bio! 🔗 Free crypto! Investment plan available! DM for details!,,2825,6475,296,48,False,False,False,1,fake
292,joshua_science,Steven Cooks,Pet lover | Rescue advocate | My dog runs this account,https://github.com/mikecoder,30048,937,4607,2591,True,True,True,0,real
293,sarah_jones,Rachel | Fitness Coach,Pet lover | Rescue advocate | My dog runs this account,https://twitter.com/alexmusic,27871,1327,6819,658,True,True,False,0,real
294,helpdesk_official,🚀 CEO of CryptoGains 🚀,24/7 customer support | Helpdesk | Message me on WA for instant help,https://t.me/cryptoscam,1934,715,434,40,True,True,False,1,fake
295,sarah_jones,Chris Design Studio,Home cook | Recipe developer | Food photography,https://behance.net/chrisdesign,18927,423,7455,2344,True,True,False,0,real
296,lisa_writes,James Tech Reviews,Movie reviewer | Cinephile | No spoilers please,https://rachelfitness.com,23208,1937,3378,3216,True,True,False,0,real
297,david_codes,Alex 🎵,Mom of 2 | Book lover | Trying to figure out life one day at a time,,3466,1548,2878,1916,True,True,False,0,real
298,autopost_news,🏆 Prize Winner Official 🏆,Forex signals | Bitcoin profits | Trade at your own risk | Not responsible for any loss,,24,2530,54,20,False,False,False,1,fake
299,nicole_fashion,Lisa Writes,Coffee snob | Remote worker | Digital nomad wannabe,https://instagram.com/lisaart,29442,407,8654,731,True,True,False,0,real
300,tom_gaming,Megan 🐕,Home cook | Recipe developer | Food photography,https://medium.com/@emmawrites,5303,846,4607,1969,True,True,False,0,real
301,83aborhan,🏆 Prize Winner Official 🏆,Send me 0.1 BTC and I will send back 1 BTC! Double your money! 🎁,https://mysite.carrd.co/,3191,1306,485,90,True,True,False,1,fake
302,auto_news_bot,Director of Global Trading,Telegram: t.me/cryptoprofits | Join my channel for FREE trading signals!,,2118,6913,462,26,False,False,False,1,fake
303,83aborhan,Backup Account,Crypto trader | Forex signals | Guaranteed profit | DM for investment plans 💰,https://linktr.ee/fakesignals,3552,1970,415,32,False,False,False,1,fake
304,bitcoin_doubler,Owner of CryptoVault,Real account of famous trader | Verified by community | Only real account!,https://forex-signals-pro.com/profit,2154,3878,71,72,False,False,False,1,fake
305,cryptoking8847291,⚡ Crypto Trader Pro ⚡,24/7 customer support | Helpdesk | Message me on WA for instant help,,3153,6288,312,81,True,False,False,1,fake
306,news_updates_alert,Backup Account,Crypto trader | Forex signals | Guaranteed profit | DM for investment plans 💰,https://linktr.ee/fakesignals,1740,8301,429,72,False,False,False,1,fake
307,breaking_alerts247,🎉 Daily Giveaways 🎉,Crypto trader | Forex signals | Guaranteed profit | DM for investment plans 💰,https://btc-doubler.net/investment,3972,5914,426,35,True,False,False,1,fake
308,anna_foodie,Steven Cooks,Outdoor adventurer | Hiker | Nature photographer,,44518,1431,4453,316,True,False,False,0,real
309,emma_travels,Rachel | Fitness Coach,Software developer | Coffee lover | Building cool stuff,,28188,1479,180,1515,True,True,False,0,real
310,xxxhotdeals,💵 Investment Expert 💵,Follow4follow | F4F | Gain followers fast! Link in bio for free followers!,,2779,7427,464,79,True,False,False,1,fake
311,emma_travels,Ryan Movie Buff,Dad jokes enthusiast | IT professional | Weekend warrior,,655,460,5859,2003,True,False,True,0,real
312,jackpot_winner2024,🎰 Win Big Jackpot 🎰,Send me 0.1 BTC and I will send back 1 BTC! Double your money! 🎁,https://forex-signals-pro.com/profit,2356,7073,496,70,True,False,False,1,fake
313,kevin_outdoors,Mike Photography,DIY projects | Home improvement | Learning as I go,,16864,1723,835,2033,True,False,False,0,real
314,83aborhan,🎰 Win Big Jackpot 🎰,DM me for collab | Promo | Marketing services | Fast money guaranteed!,,2031,1004,286,34,True,False,False,1,fake
315,xxxhotdeals,🎉 Daily Giveaways 🎉,Real account of famous trader | Verified by community | Only real account!,,4909,8273,276,68,False,False,False,1,fake
316,auto_news_bot,🎉 Daily Giveaways 🎉,Daily giveaways! Retweet for a chance to win $1000! Send wallet address to claim!,https://instabio.cc/fakeprofile,79,6427,62,62,False,False,False,1,fake
317,james_tech,Andrew,Coffee snob | Remote worker | Digital nomad wannabe,,32753,1222,7862,386,True,True,False,0,real
318,tyler_photo,Alex 🎵,Mom of 2 | Book lover | Trying to figure out life one day at a time,,5775,1110,1957,1196,True,True,True,0,real
319,mike_photography,Alex 🎵,Home cook | Recipe developer | Food photography,https://medium.com/@emmawrites,31020,1288,1693,1855,True,True,False,0,real
320,rachel_fitness,Anna Foodie,Bookworm | Currently reading: too many books | Recommendations welcome,https://github.com/mikecoder,7018,1210,4458,1741,True,True,False,0,real
321,sarah_jones,Ashley Garden Life,Home cook | Recipe developer | Food photography,,16858,1031,7352,2145,True,False,False,0,real
322,profits_guaranteed,🔥 Profit Daily Guaranteed 🔥,Tap the link in bio! 🔗 Free crypto! Investment plan available! DM for details!,,1531,2935,489,56,True,False,False,1,fake
323,ryan_movies,Lisa Writes,Sports fan | Lakers forever | Fantasy football addict,https://behance.net/chrisdesign,20952,518,9978,1967,True,True,False,0,real
324,mike_photography,Sophia Art,Student | Learning every day | Future engineer,https://rachelfitness.com,30674,1740,2074,3631,True,True,False,0,real
325,officialcryptohelp,💵 Investment Expert 💵,"🚀 Earn $1000 per day with my trading signals! No risk, 100% profit! t.me/fakesignals",https://linktr.ee/fakesignals,4075,7047,372,26,False,False,False,1,fake
326,tom_gaming,Megan 🐕,Music producer | Guitar player | Living for the weekends,https://linkedin.com/in/sarahjones,13223,902,5013,2905,True,True,False,0,real
327,daily_giveaway_win,🚀🌙💰🔥⚡,"🚀 Earn $1000 per day with my trading signals! No risk, 100% profit! t.me/fakesignals",https://bio.link/cryptoking,3359,588,325,45,False,False,False,1,fake
328,joshua_science,Chris Design Studio,Music producer | Guitar player | Living for the weekends,https://linkedin.com/in/sarahjones,17365,179,4017,1740,True,True,False,0,real
329,loooovecrypto,💎💎💎💎💎,Daily giveaways! Retweet for a chance to win $1000! Send wallet address to claim!,https://telegram.me/scamchannel,1263,1534,149,63,False,False,False,1,fake
330,autopost_news,⚡ Crypto Trader Pro ⚡,DM me for collab | Promo | Marketing services | Fast money guaranteed!,https://linktr.ee/fakesignals,1129,3712,464,56,True,False,False,1,fake
331,freeeemoney,🌟 Founder of TradePro 🌟,Official support for Binance users. DM for help 24/7. Not affiliated with Binance.,https://bio.link/cryptoking,4781,6830,263,46,False,True,False,1,fake
332,loooovecrypto,Fan Account (Parody),Investment expert | Make $2000 per hour | WhatsApp for details | No risk profit,https://linktr.ee/fakesignals,215,5137,185,33,False,False,False,1,fake
333,eth_btc_signals,💰 Forex Signals Expert 💰,Crypto trader | Forex signals | Guaranteed profit | DM for investment plans 💰,https://fake-support.com/helpdesk,479,9399,203,31,False,False,False,1,fake
334,james_tech,Ashley Garden Life,Home cook | Recipe developer | Food photography,https://medium.com/@emmawrites,19369,1083,5175,2007,True,True,False,0,real
335,trading_bot_auto,💎 Bitcoin Millionaire 💎,18+ | OnlyFans creator | NSFW content | Adult only 🔞 Check my bio link!,https://forex-signals-pro.com/profit,2928,4171,369,47,False,True,False,1,fake
336,autopost_news,🌟 Founder of TradePro 🌟,Investment expert | Make $2000 per hour | WhatsApp for details | No risk profit,https://fake-support.com/helpdesk,4384,1826,462,78,True,False,False,1,fake
337,joshua_science,Kevin Outdoors,Home cook | Recipe developer | Food photography,https://github.com/mikecoder,2669,125,3489,2942,True,True,False,0,real
338,autopost_news,💎💎💎💎💎,Follow4follow | F4F | Gain followers fast! Link in bio for free followers!,https://btc-doubler.net/investment,547,902,158,46,True,False,False,1,fake
339,discounts_daily,💸 Make $5000/Day 💸,18+ | OnlyFans creator | NSFW content | Adult only 🔞 Check my bio link!,https://bio.link/cryptoking,2804,2901,442,11,False,True,False,1,fake
340,john_smith,Kevin Outdoors,Tech enthusiast | Reviewing gadgets | Opinions are my own,https://behance.net/chrisdesign,22873,1096,6833,862,True,False,False,0,real
341,stephanie_music,Nicole Fashion,Student | Learning every day | Future engineer,,21109,1787,2710,2023,True,True,False,0,real
342,james_tech,Chris Design Studio,Music producer | Guitar player | Living for the weekends,https://instagram.com/lisaart,24432,1350,4011,353,True,True,False,0,real
343,ashley_garden,Andrew,Mom of 2 | Book lover | Trying to figure out life one day at a time,https://twitter.com/alexmusic,14364,1244,3824,974,True,True,False,0,real
344,kevin_outdoors,Sophia Art,Movie reviewer | Cinephile | No spoilers please,https://linkedin.com/in/sarahjones,20444,318,368,2129,True,False,False,0,real
345,breaking_alerts247,🚀 CEO of CryptoGains 🚀,Daily giveaways! Retweet for a chance to win $1000! Send wallet address to claim!,https://instabio.cc/fakeprofile,556,3399,442,74,True,False,False,1,fake
346,jennifer_diy,Daniel Sports Fan,Graphic designer based in NYC | Available for freelance work,https://rachelfitness.com,6905,1235,4235,2994,True,True,False,0,real
347,john_smith,Lisa Writes,Dad jokes enthusiast | IT professional | Weekend warrior,https://medium.com/@emmawrites,43308,1375,4227,2021,True,False,False,0,real
348,loooovecrypto,🚀 CEO of CryptoGains 🚀,DM for crypto signals 📈 Make $500 daily guaranteed! WhatsApp: wa.me/123456,,3638,2037,303,79,False,False,False,1,fake
349,cryptoking8847291,🚀 CEO of CryptoGains 🚀,"🚀 Earn $1000 per day with my trading signals! No risk, 100% profit! t.me/fakesignals",https://mysite.carrd.co/,4715,6264,368,76,True,True,False,1,fake
